Ticker,Return [%],WinRate [%],MaxDD [%],Trades
AXTA,0.0,0.0,-0.0,0
AXTI,0.0,0.0,-0.0,0
AYI,0.0,0.0,-0.0,0
AYRO,0.0,0.0,-0.0,0
AYTU,0.0,0.0,-0.0,0
AZ,0.0,0.0,-0.0,0
AZI,0.0,0.0,0.0,0
AZN,0.0,0.0,-0.0,0
AZO,0.0,0.0,-0.0,0
AZTA,0.0,0.0,-0.0,0
AZZ,0.0,0.0,-0.0,0
B,0.0,0.0,-0.0,0
BA,0.0,0.0,-0.0,0
BA$A,0.0,0.0,0.0,0
BABA,0.0,0.0,-0.0,0
BABX,0.0,0.0,-0.0,0
BAC,0.0,0.0,-0.0,0
BAC$B,0.0,0.0,0.0,0
BAC$E,0.0,0.0,0.0,0
BAC$K,0.0,0.0,0.0,0
BAC$L,0.0,0.0,0.0,0
BAC$M,0.0,0.0,0.0,0
BAC$N,0.0,0.0,0.0,0
BAC$O,0.0,0.0,0.0,0
BAC$P,0.0,0.0,0.0,0
BAC$Q,0.0,0.0,0.0,0
BAC$S,0.0,0.0,0.0,0
BACCU,0.0,0.0,0.0,0
BACQ,0.0,0.0,0.0,0
BACQR,0.0,0.0,0.0,0
BACQU,0.0,0.0,0.0,0
BAER,0.0,0.0,-0.0,0
BAERW,0.0,0.0,0.0,0
BAFE,0.0,0.0,0.0,0
BAFN,0.0,0.0,-0.0,0
BAH,0.0,0.0,-0.0,0
BAK,0.0,0.0,-0.0,0
BALL,0.0,0.0,-0.0,0
BALY,0.0,0.0,0.0,0
BAM,0.0,0.0,-0.0,0
BANC,0.0,0.0,-0.0,0
BANC$F,0.0,0.0,0.0,0
BAND,0.0,0.0,-0.0,0
BANF,0.0,0.0,-0.0,0
BANFP,0.0,0.0,-0.0,0
BANL,0.0,0.0,-0.0,0
BANR,0.0,0.0,-0.0,0
BANX,0.0,0.0,-0.0,0
BAOS,0.0,0.0,-0.0,0
BAP,0.0,0.0,-0.0,0
BARK,0.0,0.0,-0.0,0
BARK.W,0.0,0.0,0.0,0
BASE,0.0,0.0,-0.0,0
BASG,0.0,0.0,0.0,0
BASV,0.0,0.0,0.0,0
BATRA,0.0,0.0,-0.0,0
BATRK,0.0,0.0,-0.0,0
BAX,0.0,0.0,-0.0,0
BAYA,0.0,0.0,-0.0,0
BAYAR,0.0,0.0,0.0,0
BAYAU,0.0,0.0,-0.0,0
BB,0.0,0.0,-0.0,0
BBAI,0.0,0.0,-0.0,0
BBAI.W,0.0,0.0,0.0,0
BBAR,0.0,0.0,-0.0,0
BBCP,0.0,0.0,-0.0,0
BBD,0.0,0.0,-0.0,0
BBDC,0.0,0.0,-0.0,0
BBDO,0.0,0.0,-0.0,0
BBGI,0.0,0.0,-0.0,0
BBH,0.0,0.0,-0.0,0
BBIO,0.0,0.0,-0.0,0
BBLG,0.0,0.0,-0.0,0
BBLGW,0.0,0.0,-0.0,0
BBN,0.0,0.0,-0.0,0
BBNX,0.0,0.0,0.0,0
BBSI,0.0,0.0,-0.0,0
BBU,0.0,0.0,-0.0,0
BBUC,0.0,0.0,-0.0,0
BBVA,0.0,0.0,-0.0,0
BBW,0.0,0.0,-0.0,0
BBWI,0.0,0.0,-0.0,0
BBY,0.0,0.0,-0.0,0
BC,0.0,0.0,-0.0,0
BC$A,0.0,0.0,0.0,0
BC$C,0.0,0.0,0.0,0
BCAB,0.0,0.0,-0.0,0
BCAL,0.0,0.0,-0.0,0
BCAT,0.0,0.0,-0.0,0
BCAX,0.0,0.0,0.0,0
BCBP,0.0,0.0,-0.0,0
BCC,0.0,0.0,-0.0,0
BCDA,0.0,0.0,-0.0,0
BCE,0.0,0.0,-0.0,0
BCG,0.0,0.0,-0.0,0
BCGWW,0.0,0.0,0.0,0
BCH,0.0,0.0,-0.0,0
BCLI,0.0,0.0,-0.0,0
BCLO,0.0,0.0,0.0,0
BCML,0.0,0.0,-0.0,0
BCO,0.0,0.0,-0.0,0
BCPC,0.0,0.0,-0.0,0
BCRX,0.0,0.0,-0.0,0
BCS,0.0,0.0,-0.0,0
BCSF,0.0,0.0,-0.0,0
BCTX,0.0,0.0,-0.0,0
BCTXW,0.0,0.0,0.0,0
BCTXZ,0.0,0.0,0.0,0
BCX,0.0,0.0,-0.0,0
BCYC,0.0,0.0,-0.0,0
BDC,0.0,0.0,-0.0,0
BDGS,0.0,0.0,-0.0,0
BDJ,0.0,0.0,-0.0,0
BDMD,0.0,0.0,-0.0,0
BDMDW,0.0,0.0,0.0,0
BDN,0.0,0.0,-0.0,0
BDRX,0.0,0.0,-0.0,0
BDSX,0.0,0.0,-0.0,0
BDTX,0.0,0.0,-0.0,0
BDX,0.0,0.0,-0.0,0
BE,0.0,0.0,-0.0,0
BEAG,0.0,0.0,0.0,0
BEAGR,0.0,0.0,0.0,0
BEAGU,0.0,0.0,0.0,0
BEAM,0.0,0.0,-0.0,0
BEAT,0.0,0.0,-0.0,0
BEATW,0.0,0.0,0.0,0
BEDU,0.0,0.0,-0.0,0
BEEM,0.0,0.0,-0.0,0
BEEP,0.0,0.0,-0.0,0
BEEX,0.0,0.0,0.0,0
BEEZ,0.0,0.0,-0.0,0
BEKE,0.0,0.0,-0.0,0
BELFA,0.0,0.0,-0.0,0
BELFB,0.0,0.0,-0.0,0
BELT,0.0,0.0,0.0,0
BEN,0.0,0.0,-0.0,0
BENF,0.0,0.0,-0.0,0
BENFW,0.0,0.0,0.0,0
BEP,0.0,0.0,-0.0,0
BEP$A,0.0,0.0,0.0,0
BEPC,0.0,0.0,-0.0,0
BEPH,0.0,0.0,-0.0,0
BEPI,0.0,0.0,-0.0,0
BEPJ,0.0,0.0,-0.0,0
BETR,0.0,0.0,-0.0,0
BETRW,0.0,0.0,0.0,0
BF-B,0.0,0.0,-0.0,0
BF.A,0.0,0.0,0.0,0
BF.B,0.0,0.0,0.0,0
BFAM,0.0,0.0,-0.0,0
BFC,0.0,0.0,-0.0,0
BFH,0.0,0.0,-0.0,0
BFIN,0.0,0.0,-0.0,0
BFK,0.0,0.0,-0.0,0
BFLY,0.0,0.0,-0.0,0
BFLY.W,0.0,0.0,0.0,0
BFRG,0.0,0.0,-0.0,0
BFRGW,0.0,0.0,0.0,0
BFRI,0.0,0.0,-0.0,0
BFRIW,0.0,0.0,0.0,0
BFS,0.0,0.0,-0.0,0
BFS$D,0.0,0.0,0.0,0
BFS$E,0.0,0.0,0.0,0
BFST,0.0,0.0,-0.0,0
BFZ,0.0,0.0,-0.0,0
BG,0.0,0.0,-0.0,0
BGB,0.0,0.0,-0.0,0
BGC,0.0,0.0,-0.0,0
BGFV,0.0,0.0,-0.0,0
BGH,0.0,0.0,-0.0,0
BGL,0.0,0.0,0.0,0
BGLC,0.0,0.0,-0.0,0
BGLWW,0.0,0.0,0.0,0
BGM,0.0,0.0,-0.0,0
BGR,0.0,0.0,-0.0,0
BGRN,0.0,0.0,-0.0,0
BGRO,0.0,0.0,0.0,0
BGS,0.0,0.0,-0.0,0
BGSF,0.0,0.0,-0.0,0
BGT,0.0,0.0,-0.0,0
BGX,0.0,0.0,-0.0,0
BGY,0.0,0.0,-0.0,0
BH,0.0,0.0,-0.0,0
BH.A,0.0,0.0,0.0,0
BHAT,0.0,0.0,-0.0,0
BHC,0.0,0.0,-0.0,0
BHE,0.0,0.0,-0.0,0
BHF,0.0,0.0,-0.0,0
BHFAL,0.0,0.0,-0.0,0
BHFAM,0.0,0.0,-0.0,0
BHFAN,0.0,0.0,-0.0,0
BHFAO,0.0,0.0,-0.0,0
BHFAP,0.0,0.0,-0.0,0
BHK,0.0,0.0,-0.0,0
BHLB,0.0,0.0,-0.0,0
BHP,0.0,0.0,-0.0,0
BHR,0.0,0.0,-0.0,0
BHR$B,0.0,0.0,0.0,0
BHR$D,0.0,0.0,0.0,0
BHRB,0.0,0.0,-0.0,0
BHST,0.0,0.0,-0.0,0
BHV,0.0,0.0,-0.0,0
BHVN,0.0,0.0,-0.0,0
BIAF,0.0,0.0,-0.0,0
BIAFW,0.0,0.0,0.0,0
BIB,0.0,0.0,-0.0,0
BIDU,0.0,0.0,-0.0,0
BIGC,0.0,0.0,-0.0,0
BIIB,0.0,0.0,-0.0,0
BILI,0.0,0.0,-0.0,0
BILL,0.0,0.0,-0.0,0
BIO,0.0,0.0,-0.0,0
BIO.B,0.0,0.0,0.0,0
BIOA,0.0,0.0,0.0,0
BIOX,0.0,0.0,-0.0,0
BIP,0.0,0.0,-0.0,0
BIP$A,0.0,0.0,0.0,0
BIP$B,0.0,0.0,0.0,0
BIPC,0.0,0.0,-0.0,0
BIPH,0.0,0.0,-0.0,0
BIPI,0.0,0.0,-0.0,0
BIPJ,0.0,0.0,0.0,0
BIRD,0.0,0.0,-0.0,0
BIRK,0.0,0.0,-0.0,0
BIS,0.0,0.0,-0.0,0
BIT,0.0,0.0,-0.0,0
BITF,0.0,0.0,-0.0,0
BITS,0.0,0.0,-0.0,0
BIVI,0.0,0.0,-0.0,0
BIYA,0.0,0.0,0.0,0
BJ,0.0,0.0,-0.0,0
BJDX,0.0,0.0,-0.0,0
BJK,0.0,0.0,-0.0,0
BJRI,0.0,0.0,-0.0,0
BK,0.0,0.0,-0.0,0
BK$K,0.0,0.0,0.0,0
BKCH,0.0,0.0,-0.0,0
BKD,0.0,0.0,-0.0,0
BKE,0.0,0.0,-0.0,0
BKH,0.0,0.0,-0.0,0
BKHA,0.0,0.0,0.0,0
BKHAR,0.0,0.0,0.0,0
BKHAU,0.0,0.0,-0.0,0
BKIV,0.0,0.0,-0.0,0
BKKT,0.0,0.0,-0.0,0
BKKT.W,0.0,0.0,0.0,0
BKN,0.0,0.0,-0.0,0
BKNG,0.0,0.0,-0.0,0
BKR,0.0,0.0,-0.0,0
BKSY,0.0,0.0,-0.0,0
BKSY.W,0.0,0.0,0.0,0
BKT,0.0,0.0,-0.0,0
BKU,0.0,0.0,-0.0,0
BKV,0.0,0.0,0.0,0
BKWO,0.0,0.0,-0.0,0
BKYI,0.0,0.0,-0.0,0
BL,0.0,0.0,-0.0,0
BLBD,0.0,0.0,-0.0,0
BLBX,0.0,0.0,-0.0,0
BLCN,0.0,0.0,-0.0,0
BLCO,0.0,0.0,-0.0,0
BLCR,0.0,0.0,-0.0,0
BLD,0.0,0.0,-0.0,0
BLDE,0.0,0.0,-0.0,0
BLDEW,0.0,0.0,0.0,0
BLDP,0.0,0.0,-0.0,0
BLDR,0.0,0.0,-0.0,0
BLE,0.0,0.0,-0.0,0
BLFS,0.0,0.0,-0.0,0
BLFY,0.0,0.0,-0.0,0
BLIN,0.0,0.0,-0.0,0
BLIV,0.0,0.0,0.0,0
BLK,0.0,0.0,-0.0,0
BLKB,0.0,0.0,-0.0,0
BLMN,0.0,0.0,-0.0,0
BLMZ,0.0,0.0,0.0,0
BLND,0.0,0.0,-0.0,0
BLNE,0.0,0.0,-0.0,0
BLNK,0.0,0.0,-0.0,0
BLRX,0.0,0.0,-0.0,0
BLTE,0.0,0.0,-0.0,0
BLUWU,0.0,0.0,0.0,0
BLW,0.0,0.0,-0.0,0
BLX,0.0,0.0,-0.0,0
BLZE,0.0,0.0,-0.0,0
BMA,0.0,0.0,-0.0,0
BMAX,0.0,0.0,0.0,0
BMBL,0.0,0.0,-0.0,0
BMDL,0.0,0.0,0.0,0
BME,0.0,0.0,-0.0,0
BMEA,0.0,0.0,-0.0,0
BMEZ,0.0,0.0,-0.0,0
BMGL,0.0,0.0,0.0,0
BMHL,0.0,0.0,0.0,0
BMI,0.0,0.0,-0.0,0
BML$G,0.0,0.0,0.0,0
BML$H,0.0,0.0,0.0,0
BML$J,0.0,0.0,0.0,0
BML$L,0.0,0.0,0.0,0
BMN,0.0,0.0,-0.0,0
BMO,0.0,0.0,-0.0,0
BMR,0.0,0.0,-0.0,0
BMRA,0.0,0.0,-0.0,0
BMRC,0.0,0.0,-0.0,0
BMRN,0.0,0.0,-0.0,0
BMY,0.0,0.0,-0.0,0
BN,0.0,0.0,-0.0,0
BNAI,0.0,0.0,-0.0,0
BNAIW,0.0,0.0,0.0,0
BND,0.0,0.0,-0.0,0
BNDW,0.0,0.0,-0.0,0
BNDX,0.0,0.0,-0.0,0
BNED,0.0,0.0,-0.0,0
BNGO,0.0,0.0,-0.0,0
BNH,0.0,0.0,-0.0,0
BNJ,0.0,0.0,-0.0,0
BNL,0.0,0.0,-0.0,0
BNR,0.0,0.0,-0.0,0
BNRG,0.0,0.0,-0.0,0
BNS,0.0,0.0,-0.0,0
BNT,0.0,0.0,-0.0,0
BNTC,0.0,0.0,-0.0,0
BNTX,0.0,0.0,-0.0,0
BNY,0.0,0.0,-0.0,0
BNZI,0.0,0.0,-0.0,0
BNZIW,0.0,0.0,0.0,0
BOC,0.0,0.0,-0.0,0
BODI,0.0,0.0,-0.0,0
BOE,0.0,0.0,-0.0,0
BOED,0.0,0.0,0.0,0
BOEG,0.0,0.0,0.0,0
BOEU,0.0,0.0,0.0,0
BOF,0.0,0.0,-0.0,0
BOH,0.0,0.0,-0.0,0
BOH$A,0.0,0.0,0.0,0
BOH$B,0.0,0.0,0.0,0
BOKF,0.0,0.0,-0.0,0
BOLD,0.0,0.0,-0.0,0
BOLT,0.0,0.0,-0.0,0
BON,0.0,0.0,-0.0,0
BOND,0.0,0.0,-0.0,0
BOOM,0.0,0.0,-0.0,0
BOOT,0.0,0.0,-0.0,0
BORR,0.0,0.0,-0.0,0
BOSC,0.0,0.0,-0.0,0
BOTJ,0.0,0.0,-0.0,0
BOTT,0.0,0.0,-0.0,0
BOTZ,0.0,0.0,-0.0,0
BOW,0.0,0.0,0.0,0
BOWN,0.0,0.0,-0.0,0
BOWNR,0.0,0.0,0.0,0
BOWNU,0.0,0.0,-0.0,0
BOX,0.0,0.0,-0.0,0
BOXL,0.0,0.0,-0.0,0
BP,0.0,0.0,-0.0,0
BPMC,0.0,0.0,-0.0,0
BPOP,0.0,0.0,-0.0,0
BPOPM,0.0,0.0,-0.0,0
BPRN,0.0,0.0,-0.0,0
BPYPM,0.0,0.0,-0.0,0
BPYPN,0.0,0.0,-0.0,0
BPYPO,0.0,0.0,-0.0,0
BPYPP,0.0,0.0,-0.0,0
BR,0.0,0.0,-0.0,0
BRAG,0.0,0.0,-0.0,0
BRBR,0.0,0.0,-0.0,0
BRC,0.0,0.0,-0.0,0
BRCC,0.0,0.0,-0.0,0
BRDG,0.0,0.0,-0.0,0
BREA,0.0,0.0,-0.0,0
BRFH,0.0,0.0,-0.0,0
BRFS,0.0,0.0,-0.0,0
BRHY,0.0,0.0,0.0,0
BRID,0.0,0.0,-0.0,0
BRK-B,0.0,0.0,-0.0,0
BRK.A,0.0,0.0,0.0,0
BRK.B,0.0,0.0,0.0,0
BRKD,0.0,0.0,0.0,0
BRKL,0.0,0.0,-0.0,0
BRKR,0.0,0.0,-0.0,0
BRKU,0.0,0.0,0.0,0
BRLS,0.0,0.0,-0.0,0
BRLSW,0.0,0.0,0.0,0
BRLT,0.0,0.0,-0.0,0
BRNS,0.0,0.0,-0.0,0
BRNY,0.0,0.0,-0.0,0
BRO,0.0,0.0,-0.0,0
BROS,0.0,0.0,-0.0,0
BRRR,0.0,0.0,-0.0,0
BRSL,0.0,0.0,-0.0,0
BRSP,0.0,0.0,-0.0,0
BRT,0.0,0.0,-0.0,0
BRTR,0.0,0.0,-0.0,0
BRTX,0.0,0.0,-0.0,0
BRW,0.0,0.0,-0.0,0
BRX,0.0,0.0,-0.0,0
BRY,0.0,0.0,-0.0,0
BRZE,0.0,0.0,-0.0,0
BSAAU,0.0,0.0,0.0,0
BSAC,0.0,0.0,-0.0,0
BSBK,0.0,0.0,-0.0,0
BSBR,0.0,0.0,-0.0,0
BSCP,0.0,0.0,-0.0,0
BSCQ,0.0,0.0,-0.0,0
BSCR,0.0,0.0,-0.0,0
BSCS,0.0,0.0,-0.0,0
BSCT,0.0,0.0,-0.0,0
BSCU,0.0,0.0,-0.0,0
BSCV,0.0,0.0,-0.0,0
BSCW,0.0,0.0,-0.0,0
BSCX,0.0,0.0,-0.0,0
BSCY,0.0,0.0,0.0,0
BSCZ,0.0,0.0,0.0,0
BSET,0.0,0.0,-0.0,0
BSGM,0.0,0.0,-0.0,0
BSJP,0.0,0.0,-0.0,0
BSJQ,0.0,0.0,-0.0,0
BSJR,0.0,0.0,-0.0,0
BSJS,0.0,0.0,-0.0,0
BSJT,0.0,0.0,-0.0,0
BSJU,0.0,0.0,-0.0,0
BSJV,0.0,0.0,-0.0,0
BSJW,0.0,0.0,0.0,0
BSJX,0.0,0.0,0.0,0
BSL,0.0,0.0,-0.0,0
BSLK,0.0,0.0,-0.0,0
BSLKW,0.0,0.0,0.0,0
BSM,0.0,0.0,-0.0,0
BSMP,0.0,0.0,-0.0,0
BSMQ,0.0,0.0,-0.0,0
BSMR,0.0,0.0,-0.0,0
BSMS,0.0,0.0,-0.0,0
BSMT,0.0,0.0,-0.0,0
BSMU,0.0,0.0,-0.0,0
BSMV,0.0,0.0,-0.0,0
BSMW,0.0,0.0,-0.0,0
BSMY,0.0,0.0,0.0,0
BSRR,0.0,0.0,-0.0,0
BSSX,0.0,0.0,-0.0,0
BST,0.0,0.0,-0.0,0
BSTZ,0.0,0.0,-0.0,0
BSVN,0.0,0.0,-0.0,0
BSVO,0.0,0.0,-0.0,0
BSX,0.0,0.0,-0.0,0
BSY,0.0,0.0,-0.0,0
BTA,0.0,0.0,-0.0,0
BTAI,0.0,0.0,-0.0,0
BTBD,0.0,0.0,-0.0,0
BTBDW,0.0,0.0,0.0,0
BTBT,0.0,0.0,-0.0,0
BTCM,0.0,0.0,-0.0,0
BTCS,0.0,0.0,-0.0,0
BTCT,0.0,0.0,-0.0,0
BTDR,0.0,0.0,-0.0,0
BTE,0.0,0.0,-0.0,0
BTF,0.0,0.0,-0.0,0
BTFX,0.0,0.0,-0.0,0
BTGD,0.0,0.0,0.0,0
BTI,0.0,0.0,-0.0,0
BTM,0.0,0.0,-0.0,0
BTMD,0.0,0.0,-0.0,0
BTMWW,0.0,0.0,0.0,0
BTO,0.0,0.0,-0.0,0
BTOC,0.0,0.0,0.0,0
BTOG,0.0,0.0,-0.0,0
BTSG,0.0,0.0,-0.0,0
BTSGU,0.0,0.0,-0.0,0
BTT,0.0,0.0,-0.0,0
BTU,0.0,0.0,-0.0,0
BTX,0.0,0.0,-0.0,0
BTZ,0.0,0.0,-0.0,0
BUD,0.0,0.0,-0.0,0
BUFC,0.0,0.0,-0.0,0
BUFI,0.0,0.0,0.0,0
BUFM,0.0,0.0,0.0,0
BUG,0.0,0.0,-0.0,0
BUI,0.0,0.0,-0.0,0
BULD,0.0,0.0,-0.0,0
BULL,0.0,0.0,-0.0,0
BULLW,0.0,0.0,-0.0,0
BUR,0.0,0.0,-0.0,0
BURL,0.0,0.0,-0.0,0
BUSE,0.0,0.0,-0.0,0
BUSEP,0.0,0.0,0.0,0
BUXX,0.0,0.0,-0.0,0
BV,0.0,0.0,-0.0,0
BVFL,0.0,0.0,-0.0,0
BVN,0.0,0.0,-0.0,0
BVS,0.0,0.0,-0.0,0
BW,0.0,0.0,-0.0,0
BW$A,0.0,0.0,0.0,0
BWA,0.0,0.0,-0.0,0
BWAY,0.0,0.0,-0.0,0
BWB,0.0,0.0,-0.0,0
BWBBP,0.0,0.0,-0.0,0
BWEN,0.0,0.0,-0.0,0
BWFG,0.0,0.0,-0.0,0
BWG,0.0,0.0,-0.0,0
BWIN,0.0,0.0,-0.0,0
BWLP,0.0,0.0,-0.0,0
BWMN,0.0,0.0,-0.0,0
BWMX,0.0,0.0,-0.0,0
BWNB,0.0,0.0,-0.0,0
BWSN,0.0,0.0,-0.0,0
BWXT,0.0,0.0,-0.0,0
BX,0.0,0.0,-0.0,0
BXC,0.0,0.0,-0.0,0
BXMT,0.0,0.0,-0.0,0
BXMX,0.0,0.0,-0.0,0
BXP,0.0,0.0,-0.0,0
BXSL,0.0,0.0,-0.0,0
BY,0.0,0.0,-0.0,0
BYD,0.0,0.0,-0.0,0
BYFC,0.0,0.0,-0.0,0
BYM,0.0,0.0,-0.0,0
BYND,0.0,0.0,-0.0,0
BYON,0.0,0.0,-0.0,0
BYRN,0.0,0.0,-0.0,0
BYSI,0.0,0.0,-0.0,0
BZ,0.0,0.0,-0.0,0
BZAI,0.0,0.0,-0.0,0
BZAIW,0.0,0.0,0.0,0
BZFD,0.0,0.0,-0.0,0
BZFDW,0.0,0.0,0.0,0
BZH,0.0,0.0,-0.0,0
BZUN,0.0,0.0,-0.0,0
C,0.0,0.0,-0.0,0
C$N,0.0,0.0,0.0,0
CA,0.0,0.0,-0.0,0
CAAP,0.0,0.0,-0.0,0
CAAS,0.0,0.0,-0.0,0
CABA,0.0,0.0,-0.0,0
CABO,0.0,0.0,-0.0,0
CAC,0.0,0.0,-0.0,0
CACC,0.0,0.0,-0.0,0
CACI,0.0,0.0,-0.0,0
CADE,0.0,0.0,-0.0,0
CADE$A,0.0,0.0,0.0,0
CADL,0.0,0.0,-0.0,0
CAE,0.0,0.0,-0.0,0
CAEP,0.0,0.0,0.0,0
CAF,0.0,0.0,-0.0,0
CAFG,0.0,0.0,-0.0,0
CAG,0.0,0.0,-0.0,0
CAH,0.0,0.0,-0.0,0
CAI,0.0,0.0,0.0,0
CAKE,0.0,0.0,-0.0,0
CAL,0.0,0.0,-0.0,0
CALC,0.0,0.0,-0.0,0
CALI,0.0,0.0,-0.0,0
CALM,0.0,0.0,-0.0,0
CALX,0.0,0.0,-0.0,0
CAMP,0.0,0.0,0.0,0
CAMT,0.0,0.0,-0.0,0
CAN,0.0,0.0,-0.0,0
CANC,0.0,0.0,-0.0,0
CANG,0.0,0.0,-0.0,0
CANQ,0.0,0.0,-0.0,0
CAPL,0.0,0.0,-0.0,0
CAPN,0.0,0.0,0.0,0
CAPNR,0.0,0.0,0.0,0
CAPNU,0.0,0.0,0.0,0
CAPR,0.0,0.0,-0.0,0
CAPS,0.0,0.0,-0.0,0
CAPT,0.0,0.0,-0.0,0
CAPTW,0.0,0.0,0.0,0
CAR,0.0,0.0,-0.0,0
CARE,0.0,0.0,-0.0,0
CARG,0.0,0.0,-0.0,0
CARM,0.0,0.0,-0.0,0
CARR,0.0,0.0,-0.0,0
CARS,0.0,0.0,-0.0,0
CART,0.0,0.0,-0.0,0
CARV,0.0,0.0,-0.0,0
CARY,0.0,0.0,-0.0,0
CARZ,0.0,0.0,-0.0,0
CASH,0.0,0.0,-0.0,0
CASI,0.0,0.0,-0.0,0
CASK,0.0,0.0,0.0,0
CASS,0.0,0.0,-0.0,0
CASY,0.0,0.0,-0.0,0
CAT,0.0,0.0,-0.0,0
CATH,0.0,0.0,-0.0,0
CATO,0.0,0.0,-0.0,0
CATY,0.0,0.0,-0.0,0
CAVA,0.0,0.0,-0.0,0
CB,0.0,0.0,-0.0,0
CBAN,0.0,0.0,-0.0,0
CBAT,0.0,0.0,-0.0,0
CBFV,0.0,0.0,-0.0,0
CBIO,0.0,0.0,-0.0,0
CBL,0.0,0.0,-0.0,0
CBLL,0.0,0.0,0.0,0
CBNA,0.0,0.0,0.0,0
CBNK,0.0,0.0,-0.0,0
CBO,0.0,0.0,0.0,0
CBOE,0.0,0.0,-0.0,0
CBRE,0.0,0.0,-0.0,0
CBRL,0.0,0.0,-0.0,0
CBSH,0.0,0.0,-0.0,0
CBT,0.0,0.0,-0.0,0
CBU,0.0,0.0,-0.0,0
CBUS,0.0,0.0,-0.0,0
CBX,0.0,0.0,0.0,0
CBZ,0.0,0.0,-0.0,0
CC,0.0,0.0,-0.0,0
CCAP,0.0,0.0,-0.0,0
CCB,0.0,0.0,-0.0,0
CCBG,0.0,0.0,-0.0,0
CCCC,0.0,0.0,-0.0,0
CCCM,0.0,0.0,0.0,0
CCCMU,0.0,0.0,0.0,0
CCCMW,0.0,0.0,0.0,0
CCCS,0.0,0.0,-0.0,0
CCCX,0.0,0.0,0.0,0
CCCXU,0.0,0.0,0.0,0
CCCXW,0.0,0.0,0.0,0
CCD,0.0,0.0,-0.0,0
CCEC,0.0,0.0,-0.0,0
CCEP,0.0,0.0,-0.0,0
CCFE,0.0,0.0,0.0,0
CCG,0.0,0.0,-0.0,0
CCGWW,0.0,0.0,-0.0,0
CCI,0.0,0.0,-0.0,0
CCIA,0.0,0.0,-0.0,0
CCIF,0.0,0.0,-0.0,0
CCIIU,0.0,0.0,0.0,0
CCIR,0.0,0.0,0.0,0
CCIRU,0.0,0.0,0.0,0
CCIRW,0.0,0.0,0.0,0
CCIX,0.0,0.0,0.0,0
CCIXU,0.0,0.0,0.0,0
CCIXW,0.0,0.0,0.0,0
CCJ,0.0,0.0,-0.0,0
CCK,0.0,0.0,-0.0,0
CCL,0.0,0.0,-0.0,0
CCLD,0.0,0.0,-0.0,0
CCLDO,0.0,0.0,-0.0,0
CCM,0.0,0.0,-0.0,0
CCNE,0.0,0.0,-0.0,0
CCNEP,0.0,0.0,-0.0,0
CCNR,0.0,0.0,0.0,0
CCO,0.0,0.0,-0.0,0
CCOI,0.0,0.0,-0.0,0
CCRD,0.0,0.0,-0.0,0
CCRN,0.0,0.0,-0.0,0
CCS,0.0,0.0,-0.0,0
CCSB,0.0,0.0,-0.0,0
CCSI,0.0,0.0,-0.0,0
CCSO,0.0,0.0,-0.0,0
CCTG,0.0,0.0,-0.0,0
CCU,0.0,0.0,-0.0,0
CCZ,0.0,0.0,-0.0,0
CDC,0.0,0.0,-0.0,0
CDE,0.0,0.0,-0.0,0
CDIO,0.0,0.0,-0.0,0
CDIOW,0.0,0.0,0.0,0
CDL,0.0,0.0,-0.0,0
CDLR,0.0,0.0,-0.0,0
CDLX,0.0,0.0,-0.0,0
CDNA,0.0,0.0,-0.0,0
CDNS,0.0,0.0,-0.0,0
CDP,0.0,0.0,-0.0,0
CDR$B,0.0,0.0,0.0,0
CDR$C,0.0,0.0,0.0,0
CDRE,0.0,0.0,-0.0,0
CDRO,0.0,0.0,-0.0,0
CDROW,0.0,0.0,0.0,0
CDT,0.0,0.0,-0.0,0
CDTG,0.0,0.0,-0.0,0
CDTTW,0.0,0.0,0.0,0
CDTX,0.0,0.0,-0.0,0
CDW,0.0,0.0,-0.0,0
CDXS,0.0,0.0,-0.0,0
CDZI,0.0,0.0,-0.0,0
CDZIP,0.0,0.0,-0.0,0
CE,0.0,0.0,-0.0,0
CECO,0.0,0.0,-0.0,0
CEE,0.0,0.0,-0.0,0
CEFA,0.0,0.0,-0.0,0
CEG,0.0,0.0,-0.0,0
CELC,0.0,0.0,-0.0,0
CELG.R,0.0,0.0,0.0,0
CELH,0.0,0.0,-0.0,0
CELU,0.0,0.0,-0.0,0
CELUW,0.0,0.0,0.0,0
CELZ,0.0,0.0,-0.0,0
CENN,0.0,0.0,-0.0,0
CENT,0.0,0.0,-0.0,0
CENTA,0.0,0.0,-0.0,0
CENX,0.0,0.0,-0.0,0
CEP,0.0,0.0,0.0,0
CEPI,0.0,0.0,0.0,0
CEPO,0.0,0.0,0.0,0
CEPT,0.0,0.0,0.0,0
CEPU,0.0,0.0,-0.0,0
CERO,0.0,0.0,-0.0,0
CEROW,0.0,0.0,0.0,0
CERS,0.0,0.0,-0.0,0
CERT,0.0,0.0,-0.0,0
CETX,0.0,0.0,-0.0,0
CETY,0.0,0.0,-0.0,0
CEVA,0.0,0.0,-0.0,0
CF,0.0,0.0,-0.0,0
CFA,0.0,0.0,-0.0,0
CFBK,0.0,0.0,-0.0,0
CFFI,0.0,0.0,-0.0,0
CFFN,0.0,0.0,-0.0,0
CFG,0.0,0.0,-0.0,0
CFG$E,0.0,0.0,0.0,0
CFG$H,0.0,0.0,0.0,0
CFLT,0.0,0.0,-0.0,0
CFO,0.0,0.0,-0.0,0
CFR,0.0,0.0,-0.0,0
